Ladino             Spanish
arvole              árbol
ayre                aire, viento
flor                flor
flores              flores
lago                lago
lagos               lagos
luvya               lluvia
mar                 mar
montanya            montaña
montanyas           montañas
nuve                nube
nuves               nubes
plaj                playa
plajas              playas
rio                 río
rios                ríos
sol                 sol
syelo               cielo
